text	from	to	moment
Comment rejoindre Rochefond depuis Valcouronne ?	Rochefond	Valcouronne	
Peux-tu m'indiquer le chemin vers Blanchemont depuis Montaubert ?	Blanchemont	Montaubert	
Je cherche comment me rendre à Valnont depuis Grisvilliers ?	Valnont	Grisvilliers	
Pourrais-tu me dire comment aller à Montcourant depuis Rochelac ?	Montcourant	Rochelac	
J'aurais besoin de directions vers Pluvigny depuis Sainte-Brézan ?	Pluvigny	Sainte-Brézan	
Comment rejoindre Rocheflorin depuis Montmireau ?	Rocheflorin	Montmireau	
Peux-tu m'orienter vers Champvallon depuis Vauvert-le-Château ?	Champvallon	Vauvert-le-Château	
Je cherche comment me rendre à Champsuris depuis Belleplage ?	Champsuris	Belleplage	
Pourrais-tu me dire comment aller à Perchigny depuis Sainte-Brézan ?	Perchigny	Sainte-Brézan	
J'aurais besoin de directions vers Aigremont depuis Valleneuf ?	Aigremont	Valleneuf	
Comment rejoindre Forêtvaux depuis Sainte-Épinay ?	Forêtvaux	Sainte-Épinay	
Peux-tu m'indiquer le chemin vers Montaubert depuis Blanchemont ?	Montaubert	Blanchemont	
De Vauglenoir à Sainte-Pluvier	Vauglenoir	Sainte-Pluvier	
De Montvermeil à La Roche-aux-Chênes	Montvermeil	La Roche-aux-Chênes	
De Bellefontaine à Grisvaldès	Bellefontaine	Grisvaldès	
De Sainte-Clairière à Vallevignes	Sainte-Clairière	Vallevignes	
De Rochepierre à Montlucé	Rochepierre	Montlucé	
De Sainte-Marigot à Montverdoyant	Sainte-Marigot	Montverdoyant	
De Vauxverd à Montchâteau	Vauxverd	Montchâteau	
De Châtenay-sous-Bois à Belleclaire	Châtenay-sous-Bois	Belleclaire	
De Valsoleil à Rochefleur	Valsoleil	Rochefleur	
De Montverdoyant à La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
De Grisvaldès à Bellefontaine	Grisvaldès	Bellefontaine	
De Sainte-Pluvier à Vauglenoir	Sainte-Pluvier	Vauglenoir	
De Rochepierre à Montlucé	Rochepierre	Montlucé	
De Sainte-Marigot à Montverdoyant	Sainte-Marigot	Montverdoyant	
De Montchâteau à Vauxverd	Montchâteau	Vauxverd	
De Belleclaire à Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
De Rochefleur à Valsoleil	Rochefleur	Valsoleil	
De Montverdoyant à La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
De Bellefontaine à Grisvaldès	Bellefontaine	Grisvaldès	
De Sainte-Pluvier à Vauglenoir	Sainte-Pluvier	Vauglenoir	
De Rochepierre à Montlucé	Rochepierre	Montlucé	
De Sainte-Marigot à Montverdoyant	Sainte-Marigot	Montverdoyant	
De Vauxverd à Montchâteau	Vauxverd	Montchâteau	
De Belleclaire à Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
De Rochefleur à Valsoleil	Rochefleur	Valsoleil	
De Montverdoyant à La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
De Bellefontaine à Grisvaldès	Bellefontaine	Grisvaldès	
De Sainte-Pluvier à Vauglenoir	Sainte-Pluvier	Vauglenoir	
De Rochepierre à Montlucé	Rochepierre	Montlucé	
De Sainte-Marigot à Montverdoyant	Sainte-Marigot	Montverdoyant	
De Montchâteau à Vauxverd	Montchâteau	Vauxverd	
De Belleclaire à Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
De Rochefleur à Valsoleil	Rochefleur	Valsoleil	
De Montverdoyant à La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
De Bellefontaine à Grisvaldès	Bellefontaine	Grisvaldès	
De Sainte-Pluvier à Vauglenoir	Sainte-Pluvier	Vauglenoir	
De Rochepierre à Montlucé	Rochepierre	Montlucé	
De Sainte-Marigot à Montverdoyant	Sainte-Marigot	Montverdoyant	
De Vauxverd à Montchâteau	Vauxverd	Montchâteau	
De Belleclaire à Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
De Rochefleur à Valsoleil	Rochefleur	Valsoleil	
De Montverdoyant à La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
De Bellefontaine à Grisvaldès	Bellefontaine	Grisvaldès	
De Sainte-Pluvier à Vauglenoir	Sainte-Pluvier	Vauglenoir	
De Rochepierre à Montlucé	Rochepierre	Montlucé	
De Sainte-Marigot à Montverdoyant	Sainte-Marigot	Montverdoyant	
De Montchâteau à Vauxverd	Montchâteau	Vauxverd	
De Belleclaire à Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
De Rochefleur à Valsoleil	Rochefleur	Valsoleil	
De Montverdoyant à La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
Vauglenoir Sainte-Pluvier	Vauglenoir	Sainte-Pluvier	
Montvermeil La Roche-aux-Chênes	Montvermeil	La Roche-aux-Chênes	
Bellefontaine Grisvaldès	Bellefontaine	Grisvaldès	
Sainte-Clairière Vallevignes	Sainte-Clairière	Vallevignes	
Rochepierre Montlucé	Rochepierre	Montlucé	
Sainte-Marigot Montverdoyant	Sainte-Marigot	Montverdoyant	
Vauxverd Montchâteau	Vauxverd	Montchâteau	
Belleclaire Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
Valsoleil Rochefleur	Valsoleil	Rochefleur	
Montverdoyant La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
Grisvaldès Bellefontaine	Grisvaldès	Bellefontaine	
Sainte-Pluvier Vauglenoir	Sainte-Pluvier	Vauglenoir	
Rochepierre Montlucé	Rochepierre	Montlucé	
Sainte-Marigot Montverdoyant	Sainte-Marigot	Montverdoyant	
Vauxverd Montchâteau	Vauxverd	Montchâteau	
Belleclaire Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
Rochefleur Valsoleil	Rochefleur	Valsoleil	
Montverdoyant La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
Bellefontaine Grisvaldès	Bellefontaine	Grisvaldès	
Sainte-Pluvier Vauglenoir	Sainte-Pluvier	Vauglenoir	
Rochepierre Montlucé	Rochepierre	Montlucé	
Sainte-Marigot Montverdoyant	Sainte-Marigot	Montverdoyant	
Vauxverd Montchâteau	Vauxverd	Montchâteau	
Belleclaire Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
Rochefleur Valsoleil	Rochefleur	Valsoleil	
Montverdoyant La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
Bellefontaine Grisvaldès	Bellefontaine	Grisvaldès	
Sainte-Pluvier Vauglenoir	Sainte-Pluvier	Vauglenoir	
Rochepierre Montlucé	Rochepierre	Montlucé	
Sainte-Marigot Montverdoyant	Sainte-Marigot	Montverdoyant	
Vauxverd Montchâteau	Vauxverd	Montchâteau	
Belleclaire Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
Rochefleur Valsoleil	Rochefleur	Valsoleil	
Montverdoyant La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
Bellefontaine Grisvaldès	Bellefontaine	Grisvaldès	
Sainte-Pluvier Vauglenoir	Sainte-Pluvier	Vauglenoir	
Rochepierre Montlucé	Rochepierre	Montlucé	
Sainte-Marigot Montverdoyant	Sainte-Marigot	Montverdoyant	
Vauxverd Montchâteau	Vauxverd	Montchâteau	
Belleclaire Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
Rochefleur Valsoleil	Rochefleur	Valsoleil	
Montverdoyant La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
Bellefontaine Grisvaldès	Bellefontaine	Grisvaldès	
Sainte-Pluvier Vauglenoir	Sainte-Pluvier	Vauglenoir	
Rochepierre Montlucé	Rochepierre	Montlucé	
Sainte-Marigot Montverdoyant	Sainte-Marigot	Montverdoyant	
Vauxverd Montchâteau	Vauxverd	Montchâteau	
Belleclaire Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
Rochefleur Valsoleil	Rochefleur	Valsoleil	
Montverdoyant La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
Vauglenoir à Sainte-Pluvier	Vauglenoir	Sainte-Pluvier	
Montvermeil à La Roche-aux-Chênes	Montvermeil	La Roche-aux-Chênes	
Bellefontaine à Grisvaldès	Bellefontaine	Grisvaldès	
Sainte-Clairière à Vallevignes	Sainte-Clairière	Vallevignes	
Rochepierre à Montlucé	Rochepierre	Montlucé	
Sainte-Marigot à Montverdoyant	Sainte-Marigot	Montverdoyant	
Vauxverd à Montchâteau	Vauxverd	Montchâteau	
Belleclaire à Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
Valsoleil à Rochefleur	Valsoleil	Rochefleur	
Montverdoyant à La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
Grisvaldès à Bellefontaine	Grisvaldès	Bellefontaine	
Sainte-Pluvier à Vauglenoir	Sainte-Pluvier	Vauglenoir	
Rochepierre à Montlucé	Rochepierre	Montlucé	
Sainte-Marigot à Montverdoyant	Sainte-Marigot	Montverdoyant	
Vauxverd à Montchâteau	Vauxverd	Montchâteau	
Belleclaire à Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
Rochefleur à Valsoleil	Rochefleur	Valsoleil	
Montverdoyant à La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
Bellefontaine à Grisvaldès	Bellefontaine	Grisvaldès	
Sainte-Pluvier à Vauglenoir	Sainte-Pluvier	Vauglenoir	
Rochepierre à Montlucé	Rochepierre	Montlucé	
Sainte-Marigot à Montverdoyant	Sainte-Marigot	Montverdoyant	
Vauxverd à Montchâteau	Vauxverd	Montchâteau	
Belleclaire à Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
Rochefleur à Valsoleil	Rochefleur	Valsoleil	
Montverdoyant à La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
Bellefontaine à Grisvaldès	Bellefontaine	Grisvaldès	
Sainte-Pluvier à Vauglenoir	Sainte-Pluvier	Vauglenoir	
Rochepierre à Montlucé	Rochepierre	Montlucé	
Sainte-Marigot à Montverdoyant	Sainte-Marigot	Montverdoyant	
Vauxverd à Montchâteau	Vauxverd	Montchâteau	
Belleclaire à Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
Rochefleur à Valsoleil	Rochefleur	Valsoleil	
Montverdoyant à La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
Bellefontaine à Grisvaldès	Bellefontaine	Grisvaldès	
Sainte-Pluvier à Vauglenoir	Sainte-Pluvier	Vauglenoir	
Rochepierre à Montlucé	Rochepierre	Montlucé	
Sainte-Marigot à Montverdoyant	Sainte-Marigot	Montverdoyant	
Vauxverd à Montchâteau	Vauxverd	Montchâteau	
Belleclaire à Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
Rochefleur à Valsoleil	Rochefleur	Valsoleil	
Montverdoyant à La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
Bellefontaine à Grisvaldès	Bellefontaine	Grisvaldès	
Sainte-Pluvier à Vauglenoir	Sainte-Pluvier	Vauglenoir	
Rochepierre à Montlucé	Rochepierre	Montlucé	
Sainte-Marigot à Montverdoyant	Sainte-Marigot	Montverdoyant	
Vauxverd à Montchâteau	Vauxverd	Montchâteau	
Belleclaire à Châtenay-sous-Bois	Belleclaire	Châtenay-sous-Bois	
Rochefleur à Valsoleil	Rochefleur	Valsoleil	
Montverdoyant à La Roche-aux-Chênes	Montverdoyant	La Roche-aux-Chênes	
Comment aller de Rochepierre à Montlucé ?	Rochepierre	Montlucé	
Je cherche le chemin de Sainte-Marigot à Montverdoyant.	Sainte-Marigot	Montverdoyant	
De Montchâteau à Vauxverd, comment rejoindre ?	Montchâteau	Vauxverd	
Peux-tu m'orienter pour aller de Belleclaire à Châtenay-sous-Bois ?	Belleclaire	Châtenay-sous-Bois	
J'aurais besoin de directions pour aller de Rochefleur à Valsoleil.	Rochefleur	Valsoleil	
Comment puis-je rejoindre Montverdoyant depuis La Roche-aux-Chênes ?	Montverdoyant	La Roche-aux-Chênes	
Pourrais-tu me guider de Vauglenoir à Sainte-Pluvier ?	Vauglenoir	Sainte-Pluvier	
Je cherche le meilleur itinéraire pour aller de Grisvaldès à Bellefontaine.	Grisvaldès	Bellefontaine	
De Vallevignes à Sainte-Clairière, quel est le chemin le plus rapide ?	Vallevignes	Sainte-Clairière	
Peux-tu me dire comment me rendre de Montlucé à Rochepierre ?	Montlucé	Rochepierre	
J'aimerais trouver un moyen de me rendre de Montverdoyant à Sainte-Marigot.	Montverdoyant	Sainte-Marigot	
De Montchâteau à Vauxverd, quelle route prendre ?	Montchâteau	Vauxverd	
Comment aller de Châtenay-sous-Bois à Belleclaire ?	Châtenay-sous-Bois	Belleclaire	
Je souhaite me rendre de Valsoleil à Rochefleur, pouvez-vous m'indiquer le trajet ?	Valsoleil	Rochefleur	
Quel est le meilleur moyen de se rendre de La Roche-aux-Chênes à Montverdoyant ?	La Roche-aux-Chênes	Montverdoyant	
Pourrais-tu me dire comment aller de Vauglenoir à Sainte-Pluvier ?	Vauglenoir	Sainte-Pluvier	
Je cherche le chemin pour aller de Bellefontaine à Grisvaldès.	Bellefontaine	Grisvaldès	
De Sainte-Clairière à Vallevignes, comment rejoindre ?	Sainte-Clairière	Vallevignes	
Comment puis-je rejoindre Rochepierre depuis Montlucé ?	Rochepierre	Montlucé	
Peux-tu m'orienter pour aller de Sainte-Marigot à Montverdoyant ?	Sainte-Marigot	Montverdoyant	
J'aurais besoin de directions pour aller de Vauxverd à Montchâteau.	Vauxverd	Montchâteau	
Comment puis-je me rendre de Châtenay-sous-Bois à Belleclaire ?	Châtenay-sous-Bois	Belleclaire	
Pourrais-tu me guider de Rochefleur à Valsoleil ?	Rochefleur	Valsoleil	
Je cherche le meilleur itinéraire pour aller de Montverdoyant à La Roche-aux-Chênes ?	Montverdoyant	La Roche-aux-Chênes	
De Bellefontaine à Grisvaldès, quel est le chemin le plus rapide ?	Bellefontaine	Grisvaldès	
Comment aller de Sainte-Pluvier à Vauglenoir ?	Sainte-Pluvier	Vauglenoir	
Je souhaite me rendre de Rochepierre à Montlucé, pouvez-vous m'indiquer le trajet ?	Rochepierre	Montlucé	
Quel est le meilleur moyen de se rendre de Montchâteau à Vauxverd ?	Montchâteau	Vauxverd	
Pourrais-tu me dire comment aller de Belleclaire à Châtenay-sous-Bois ?	Belleclaire	Châtenay-sous-Bois	
J'aurais besoin de directions pour aller de Valsoleil à Rochefleur.	Valsoleil	Rochefleur	
Comment puis-je me rendre de Montverdoyant à Sainte-Marigot ?	Montverdoyant	Sainte-Marigot	
Peux-tu m'orienter pour aller de La Roche-aux-Chênes à Montverdoyant ?	La Roche-aux-Chênes	Montverdoyant	
Je cherche le chemin pour aller de Vauglenoir à Sainte-Pluvier.	Vauglenoir	Sainte-Pluvier	
De Bellefontaine à Grisvaldès, comment rejoindre ?	Bellefontaine	Grisvaldès	
Comment aller de Vallevignes à Sainte-Clairière ?	Vallevignes	Sainte-Clairière	
Je souhaite me rendre de Rochepierre à Montlucé, pouvez-vous m'indiquer le trajet ?	Rochepierre	Montlucé	
Quel est le meilleur moyen de se rendre de Montchâteau à Vauxverd ?	Montchâteau	Vauxverd	
Pourrais-tu me dire comment aller de Belleclaire à Châtenay-sous-Bois ?	Belleclaire	Châtenay-sous-Bois	
J'aurais besoin de directions pour aller de Valsoleil à Rochefleur.	Valsoleil	Rochefleur	
Comment puis-je me rendre de Montverdoyant à Sainte-Marigot ?	Montverdoyant	Sainte-Marigot	
Peux-tu m'orienter pour aller de La Roche-aux-Chênes à Montverdoyant ?	La Roche-aux-Chênes	Montverdoyant	
Je cherche le chemin pour aller de Vauglenoir à Sainte-Pluvier.	Vauglenoir	Sainte-Pluvier	
De Bellefontaine à Grisvaldès, comment rejoindre ?	Bellefontaine	Grisvaldès	
Comment aller de Vallevignes à Sainte-Clairière ?	Vallevignes	Sainte-Clairière	
Je souhaite me rendre de Rochepierre à Montlucé, pouvez-vous m'indiquer le trajet ?	Rochepierre	Montlucé	
Quel est le meilleur moyen de se rendre de Montchâteau à Vauxverd ?	Montchâteau	Vauxverd	
Pourrais-tu me dire comment aller de Belleclaire à Châtenay-sous-Bois ?	Belleclaire	Châtenay-sous-Bois	
J'aurais besoin de directions pour aller de Valsoleil à Rochefleur.	Valsoleil	Rochefleur	
Comment puis-je me rendre de Montverdoyant à Sainte-Marigot ?	Montverdoyant	Sainte-Marigot	
Peux-tu m'orienter pour aller de La Roche-aux-Chênes à Montverdoyant ?	La Roche-aux-Chênes	Montverdoyant	
Comment aller de Paris à Lyon ?	Paris	Lyon	
Je cherche le chemin de Marseille à Bordeaux.	Marseille	Bordeaux	
De Toulouse à Nice, comment rejoindre ?	Toulouse	Nice	
Peux-tu m'orienter pour aller de Lille à Strasbourg ?	Lille	Strasbourg	
J'aurais besoin de directions pour aller de Nantes à Rennes.	Nantes	Rennes	
Comment puis-je rejoindre Lyon depuis Marseille ?	Lyon	Marseille	
Pourrais-tu me guider de Bordeaux à Toulouse ?	Bordeaux	Toulouse	
Je cherche le meilleur itinéraire pour aller de Nice à Lille.	Nice	Lille	
De Strasbourg à Nantes, quel est le chemin le plus rapide ?	Strasbourg	Nantes	
Peux-tu me dire comment me rendre de Rennes à Paris ?	Rennes	Paris	
J'aurais besoin de directions pour aller de Lyon à Marseille.	Lyon	Marseille	
Comment puis-je rejoindre Bordeaux depuis Toulouse ?	Bordeaux	Toulouse	
Pourrais-tu me guider de Lille à Nice ?	Lille	Nice	
Je cherche le meilleur itinéraire pour aller de Nantes à Strasbourg.	Nantes	Strasbourg	
De Paris à Rennes, comment rejoindre ?	Paris	Rennes	
Peux-tu m'orienter pour aller de Marseille à Lyon ?	Marseille	Lyon	
J'aurais besoin de directions pour aller de Toulouse à Bordeaux.	Toulouse	Bordeaux	
Comment puis-je rejoindre Nice depuis Strasbourg ?	Nice	Strasbourg	
Pourrais-tu me dire comment me rendre de Lille à Nantes ?	Lille	Nantes	
Je cherche le chemin pour aller de Lyon à Paris.	Lyon	Paris	
De Rennes à Marseille, quel est le chemin le plus rapide ?	Rennes	Marseille	
Peux-tu m'orienter pour aller de Bordeaux à Toulouse ?	Bordeaux	Toulouse	
J'aurais besoin de directions pour aller de Nice à Strasbourg.	Nice	Strasbourg	
Comment puis-je rejoindre Nantes depuis Lille ?	Nantes	Lille	
Pourrais-tu me guider de Paris à Lyon ?	Paris	Lyon	
Je cherche le meilleur itinéraire pour aller de Marseille à Bordeaux.	Marseille	Bordeaux	
De Toulouse à Nice, comment rejoindre ?	Toulouse	Nice	
Peux-tu m'orienter pour aller de Lille à Strasbourg ?	Lille	Strasbourg	
J'aurais besoin de directions pour aller de Nantes à Rennes.	Nantes	Rennes	
Comment puis-je rejoindre Lyon depuis Marseille ?	Lyon	Marseille	
Pourrais-tu me guider de Bordeaux à Toulouse ?	Bordeaux	Toulouse	
Je cherche le meilleur itinéraire pour aller de Nice à Lille.	Nice	Lille	
De Strasbourg à Nantes, quel est le chemin le plus rapide ?	Strasbourg	Nantes	
Peux-tu me dire comment me rendre de Rennes à Paris ?	Rennes	Paris	
J'aurais besoin de directions pour aller de Lyon à Marseille.	Lyon	Marseille	
Comment puis-je rejoindre Bordeaux depuis Toulouse ?	Bordeaux	Toulouse	
Pourrais-tu me guider de Lille à Nice ?	Lille	Nice	
Je cherche le meilleur itinéraire pour aller de Nantes à Strasbourg.	Nantes	Strasbourg	
De Paris à Rennes, comment rejoindre ?	Paris	Rennes	
Peux-tu m'orienter pour aller de Marseille à Lyon ?	Marseille	Lyon	
J'aurais besoin de directions pour aller de Toulouse à Bordeaux.	Toulouse	Bordeaux	
Comment puis-je rejoindre Nice depuis Strasbourg ?	Nice	Strasbourg	
Pourrais-tu me dire comment me rendre de Lille à Nantes ?	Lille	Nantes	
Je cherche le chemin pour aller de Lyon à Paris.	Lyon	Paris	
De Rennes à Marseille, quel est le chemin le plus rapide ?	Rennes	Marseille	
Peux-tu m'orienter pour aller de Bordeaux à Toulouse ?	Bordeaux	Toulouse	
J'aurais besoin de directions pour aller de Nice à Strasbourg.	Nice	Strasbourg	
Comment puis-je rejoindre Nantes depuis Lille ?	Nantes	Lille	
Pourrais-tu me guider de Paris à Lyon ?	Paris	Lyon	
Je cherche le meilleur itinéraire pour aller de Marseille à Bordeaux.	Marseille	Bordeaux	
De Toulouse à Nice, comment rejoindre ?	Toulouse	Nice	
Peux-tu m'orienter pour aller de Lille à Strasbourg ?	Lille	Strasbourg	
J'aurais besoin de directions pour aller de Nantes à Rennes.	Nantes	Rennes	
Comment puis-je rejoindre Lyon depuis Marseille ?	Lyon	Marseille	
Pourrais-tu me guider de Bordeaux à Toulouse ?	Bordeaux	Toulouse	
Je cherche le meilleur itinéraire pour aller de Nice à Lille.	Nice	Lille	
De Strasbourg à Nantes, quel est le chemin le plus rapide ?	Strasbourg	Nantes	
Peux-tu me dire comment me rendre de Rennes à Paris ?	Rennes	Paris	
J'aurais besoin de directions pour aller de Lyon à Marseille.	Lyon	Marseille	
Comment puis-je rejoindre Bordeaux depuis Toulouse ?	Bordeaux	Toulouse	
Pourrais-tu me guider de Lille à Nice ?	Lille	Nice	
Je cherche le meilleur itinéraire pour aller de Nantes à Strasbourg.	Nantes	Strasbourg	
De Paris à Rennes, comment rejoindre ?	Paris	Rennes	
Peux-tu m'orienter pour aller de Marseille à Lyon ?	Marseille	Lyon	
J'aurais besoin de directions pour aller de Toulouse à Bordeaux.	Toulouse	Bordeaux	
